"Time","Content.Espresso","Content.Tea","Content.Milk","Trait.Cold","Trait.HighInSugar","Trait.HighInCaffeine","Control.Exams","Control.LowerSales","Temperature","DewPoint","Humidity","WindSpeed","Pressure","Clear","Fog","Rain","Snow"
"2016-09-16 7",9,1,8,0,1,0,FALSE,FALSE,11.1,8.5,84,1,102.15,TRUE,FALSE,FALSE,FALSE
"2016-09-16 8",10,0,7,0,0,0,FALSE,FALSE,13.6,9.9,78,5,102.18,TRUE,FALSE,FALSE,FALSE
"2016-09-16 9",9,1,7,0,0,0,FALSE,FALSE,15.6,9.3,66,5,102.19,TRUE,FALSE,FALSE,FALSE
"2016-09-17 10",9,1,9,0,4,0,FALSE,FALSE,20.2,13.5,65,20,101.3,FALSE,FALSE,FALSE,FALSE
"2016-09-17 11",11,4,11,0,0,2,FALSE,FALSE,21.7,13.7,60,21,101.21,FALSE,FALSE,FALSE,FALSE
"2016-09-17 12",12,4,8,3,0,3,FALSE,FALSE,23.5,14.4,56,21,101.09,FALSE,FALSE,FALSE,FALSE
"2016-09-17 13",14,3,13,0,0,4,FALSE,FALSE,22.8,14.8,60,24,100.98,FALSE,FALSE,FALSE,FALSE
"2016-09-17 14",3,11,10,0,5,2,FALSE,FALSE,22.4,14.9,62,20,100.89,FALSE,FALSE,FALSE,FALSE
"2016-09-17 15",15,2,13,1,1,1,FALSE,FALSE,22,14.7,63,23,100.8,FALSE,FALSE,TRUE,FALSE
"2016-09-17 16",11,2,7,0,2,2,FALSE,FALSE,20.6,16.9,79,10,100.86,FALSE,FALSE,TRUE,FALSE
"2016-09-17 17",0,4,1,0,1,1,FALSE,FALSE,20.8,17.5,81,10,100.77,FALSE,FALSE,TRUE,FALSE
"2016-09-17 18",3,0,1,0,0,0,FALSE,FALSE,19.9,18.1,89,11,100.71,FALSE,FALSE,TRUE,FALSE
"2016-09-17 19",1,2,0,0,0,0,FALSE,FALSE,20.4,17.8,85,14,100.69,FALSE,FALSE,FALSE,FALSE
"2016-09-17 8",2,0,0,0,0,1,FALSE,FALSE,17.6,12.4,71,14,101.43,FALSE,FALSE,FALSE,FALSE
"2016-09-17 9",5,1,3,1,0,1,FALSE,FALSE,18.8,13.1,69,19,101.39,FALSE,FALSE,FALSE,FALSE
"2016-09-18 10",8,2,8,0,2,5,FALSE,FALSE,22.9,17.5,71,23,100.92,FALSE,FALSE,FALSE,FALSE
"2016-09-18 11",15,2,7,0,0,5,FALSE,FALSE,24.5,18.8,70,17,100.92,FALSE,FALSE,FALSE,FALSE
"2016-09-18 12",6,2,7,0,2,1,FALSE,FALSE,24.2,19.2,73,19,100.91,FALSE,FALSE,FALSE,FALSE
"2016-09-18 13",11,5,10,0,2,2,FALSE,FALSE,25.3,18.6,66,18,100.87,FALSE,FALSE,FALSE,FALSE
"2016-09-18 14",7,2,7,2,2,2,FALSE,FALSE,24.9,18.2,66,17,100.83,FALSE,FALSE,FALSE,FALSE
"2016-09-18 15",17,1,15,0,1,1,FALSE,FALSE,25.4,18.7,66,19,100.82,FALSE,FALSE,TRUE,FALSE
"2016-09-18 16",2,1,1,1,1,1,FALSE,FALSE,25.7,16.7,57,24,100.84,FALSE,FALSE,FALSE,FALSE
"2016-09-18 17",4,4,4,0,1,1,FALSE,FALSE,24.6,17.2,63,17,100.86,FALSE,FALSE,FALSE,FALSE
"2016-09-18 18",4,2,2,0,0,2,FALSE,FALSE,24,16.7,63,13,100.88,FALSE,FALSE,FALSE,FALSE
"2016-09-18 19",0,1,1,0,1,0,FALSE,FALSE,23.5,17.4,68,14,100.97,FALSE,FALSE,FALSE,FALSE
"2016-09-18 20",0,1,1,0,1,1,FALSE,FALSE,22.6,17.8,74,13,100.99,FALSE,FALSE,FALSE,FALSE
"2016-09-18 21",1,1,1,0,0,0,FALSE,FALSE,22.1,18,77,9,101,FALSE,FALSE,FALSE,FALSE
"2016-09-18 9",5,0,4,0,0,2,FALSE,FALSE,22,18.7,81,19,100.91,FALSE,FALSE,FALSE,FALSE
"2016-09-19 10",11,1,6,0,0,4,FALSE,FALSE,22.8,16.9,69,8,101.18,FALSE,FALSE,FALSE,FALSE
"2016-09-19 11",9,3,7,2,1,3,FALSE,FALSE,24.1,17.5,66,10,101.18,FALSE,FALSE,FALSE,FALSE
"2016-09-19 12",2,3,4,2,2,1,FALSE,FALSE,24.4,17.8,66,10,101.18,FALSE,FALSE,FALSE,FALSE
"2016-09-19 13",6,1,3,0,1,1,FALSE,FALSE,25.3,18.9,67,16,101.17,FALSE,FALSE,FALSE,FALSE
"2016-09-19 14",12,4,10,1,3,3,FALSE,FALSE,25.7,17.8,61,16,101.13,FALSE,FALSE,FALSE,FALSE
"2016-09-19 15",7,2,5,3,1,3,FALSE,FALSE,25.9,18.5,63,10,101.11,FALSE,FALSE,FALSE,FALSE
"2016-09-19 16",3,0,3,0,0,0,FALSE,FALSE,25.6,18.2,63,12,101.11,TRUE,FALSE,FALSE,FALSE
"2016-09-19 17",7,2,6,1,0,2,FALSE,FALSE,25.2,16.5,58,12,101.13,TRUE,FALSE,FALSE,FALSE
"2016-09-19 18",6,1,3,0,0,0,FALSE,FALSE,24,16.7,63,8,101.13,TRUE,FALSE,FALSE,FALSE
"2016-09-19 19",1,0,1,0,0,0,FALSE,FALSE,22.9,17,69,3,101.16,TRUE,FALSE,FALSE,FALSE
"2016-09-19 20",0,0,1,0,1,0,FALSE,FALSE,21.9,18.2,79,7,101.2,TRUE,FALSE,FALSE,FALSE
"2016-09-19 21",1,0,1,1,0,0,FALSE,FALSE,20.2,17.8,86,13,101.27,TRUE,FALSE,FALSE,FALSE
"2016-09-19 6",0,0,0,0,0,2,FALSE,FALSE,18.9,17.3,90,4,101.1,FALSE,FALSE,FALSE,FALSE
"2016-09-19 7",0,0,0,0,0,1,FALSE,FALSE,19.9,17.9,88,5,101.13,FALSE,FALSE,FALSE,FALSE
"2016-09-19 8",11,0,7,1,0,1,FALSE,FALSE,21.4,17.1,76,9,101.21,FALSE,FALSE,FALSE,FALSE
"2016-09-19 9",14,1,11,0,0,4,FALSE,FALSE,22.7,17.3,71,7,101.2,FALSE,FALSE,FALSE,FALSE
"2016-09-20 10",9,0,5,0,0,3,FALSE,FALSE,21.5,17.2,76,17,101.3,FALSE,FALSE,FALSE,FALSE
"2016-09-20 11",5,2,5,1,0,2,FALSE,FALSE,22,17.4,75,18,101.25,FALSE,FALSE,FALSE,FALSE
"2016-09-20 12",6,1,7,3,1,1,FALSE,FALSE,23.5,18,71,14,101.21,FALSE,FALSE,FALSE,FALSE
"2016-09-20 13",2,3,2,0,0,1,FALSE,FALSE,24.4,18,67,16,101.15,TRUE,FALSE,FALSE,FALSE
"2016-09-20 14",5,3,6,1,1,1,FALSE,FALSE,25.2,18,64,15,101.1,TRUE,FALSE,FALSE,FALSE
"2016-09-20 15",10,2,11,6,1,2,FALSE,FALSE,26.2,18,60,18,101.08,TRUE,FALSE,FALSE,FALSE
"2016-09-20 16",5,1,4,1,0,0,FALSE,FALSE,26.1,15.1,50,23,101.08,TRUE,FALSE,FALSE,FALSE
"2016-09-20 17",3,3,1,2,0,1,FALSE,FALSE,25.3,15.2,53,12,101.07,TRUE,FALSE,FALSE,FALSE
"2016-09-20 18",1,3,3,1,2,0,FALSE,FALSE,23.7,14.3,55,9,101.1,TRUE,FALSE,FALSE,FALSE
"2016-09-20 19",3,5,10,1,3,1,FALSE,FALSE,22.5,14,58,12,101.16,TRUE,FALSE,FALSE,FALSE
"2016-09-20 7",7,0,5,1,0,2,FALSE,FALSE,16.7,15.1,90,9,101.32,FALSE,FALSE,FALSE,FALSE
"2016-09-20 8",7,1,4,0,0,1,FALSE,FALSE,18.5,15.2,81,9,101.32,FALSE,FALSE,FALSE,FALSE
"2016-09-20 9",18,4,13,0,2,4,FALSE,FALSE,20.5,16.2,76,12,101.34,FALSE,FALSE,FALSE,FALSE
"2016-09-21 10",10,3,9,0,3,2,FALSE,FALSE,21.6,12.3,55,21,101.63,TRUE,FALSE,FALSE,FALSE
"2016-09-21 11",7,0,4,0,1,0,FALSE,FALSE,22.9,12.1,50,21,101.55,TRUE,FALSE,FALSE,FALSE
"2016-09-21 12",5,4,6,2,2,2,FALSE,FALSE,23.8,12.6,49,27,101.53,TRUE,FALSE,FALSE,FALSE
"2016-09-21 13",5,3,5,0,1,0,FALSE,FALSE,25.6,12,42,31,101.48,FALSE,FALSE,FALSE,FALSE
"2016-09-21 14",11,5,14,1,2,2,FALSE,FALSE,25.6,12.3,43,28,101.48,FALSE,FALSE,FALSE,FALSE
"2016-09-21 15",0,2,2,1,2,1,FALSE,FALSE,26.1,11.3,39,27,101.45,FALSE,FALSE,FALSE,FALSE
"2016-09-21 16",2,1,2,0,1,1,FALSE,FALSE,24.8,11.2,42,20,101.47,FALSE,FALSE,FALSE,FALSE
"2016-09-21 17",3,1,4,0,1,2,FALSE,FALSE,23.9,12.1,47,18,101.49,FALSE,FALSE,FALSE,FALSE
"2016-09-21 18",3,5,5,0,3,0,FALSE,FALSE,22.6,13,54,10,101.48,FALSE,FALSE,FALSE,FALSE
"2016-09-21 19",4,4,6,0,4,1,FALSE,FALSE,21.8,13.3,58,13,101.51,FALSE,FALSE,FALSE,FALSE
"2016-09-21 7",7,1,6,0,1,0,FALSE,FALSE,15.9,12.1,78,17,101.63,TRUE,FALSE,FALSE,FALSE
"2016-09-21 8",8,0,5,0,0,2,FALSE,FALSE,18,11.9,67,22,101.67,TRUE,FALSE,FALSE,FALSE
"2016-09-21 9",7,1,4,0,0,3,FALSE,FALSE,20.1,10.4,53,23,101.66,TRUE,FALSE,FALSE,FALSE
"2016-09-22 10",14,2,10,1,0,3,FALSE,FALSE,18.8,10.5,58,15,101.8,FALSE,FALSE,FALSE,FALSE
"2016-09-22 11",3,1,4,0,2,2,FALSE,FALSE,20,10,52,18,101.7,FALSE,FALSE,FALSE,FALSE
"2016-09-22 12",3,3,5,2,3,1,FALSE,FALSE,20.4,10.1,51,13,101.64,FALSE,FALSE,FALSE,FALSE
"2016-09-22 13",4,3,3,1,1,3,FALSE,FALSE,22.1,10.7,48,14,101.53,FALSE,FALSE,FALSE,FALSE
"2016-09-22 14",9,0,7,0,0,2,FALSE,FALSE,20.4,10.9,54,20,101.49,FALSE,FALSE,FALSE,FALSE
"2016-09-22 15",4,0,4,1,1,1,FALSE,FALSE,19.7,10.3,54,19,101.42,FALSE,FALSE,FALSE,FALSE
"2016-09-22 16",10,1,11,0,1,4,FALSE,FALSE,18.4,9.8,57,28,101.39,FALSE,FALSE,FALSE,FALSE
"2016-09-22 17",6,1,5,0,0,0,FALSE,FALSE,17,9.3,60,26,101.4,FALSE,FALSE,FALSE,FALSE
"2016-09-22 18",1,1,3,1,1,1,FALSE,FALSE,16.4,8.5,59,24,101.33,FALSE,FALSE,FALSE,FALSE
"2016-09-22 19",4,3,6,1,1,3,FALSE,FALSE,15.9,8,59,30,101.3,FALSE,FALSE,FALSE,FALSE
"2016-09-22 20",0,1,1,0,1,0,FALSE,FALSE,15.2,8.3,63,28,101.26,FALSE,FALSE,TRUE,FALSE
"2016-09-22 7",5,0,5,0,0,1,FALSE,FALSE,17.7,8.7,55,16,101.82,FALSE,FALSE,FALSE,FALSE
"2016-09-22 8",7,0,7,0,0,2,FALSE,FALSE,18.2,9.4,56,19,101.86,FALSE,FALSE,FALSE,FALSE
"2016-09-22 9",6,2,5,1,0,2,FALSE,FALSE,17.8,10.3,61,18,101.84,FALSE,FALSE,FALSE,FALSE
"2016-09-23 10",9,7,8,0,2,1,FALSE,FALSE,14.3,8.5,68,19,101.65,TRUE,FALSE,FALSE,FALSE
"2016-09-23 11",9,3,7,0,0,8,FALSE,FALSE,15.6,8.2,61,20,101.6,TRUE,FALSE,FALSE,FALSE
"2016-09-23 12",2,2,1,0,0,0,FALSE,FALSE,17,7.7,54,20,101.57,TRUE,FALSE,FALSE,FALSE
"2016-09-23 13",16,2,12,2,1,5,FALSE,FALSE,17.2,6.5,49,16,101.52,TRUE,FALSE,FALSE,FALSE
"2016-09-23 14",9,2,7,0,3,1,FALSE,FALSE,17.3,6.3,48,20,101.49,TRUE,FALSE,FALSE,FALSE
"2016-09-23 15",5,4,7,0,2,0,FALSE,FALSE,17.2,6.5,49,17,101.5,TRUE,FALSE,FALSE,FALSE
"2016-09-23 16",5,0,6,1,1,0,FALSE,FALSE,16.7,6.3,50,13,101.51,TRUE,FALSE,FALSE,FALSE
"2016-09-23 17",7,2,8,0,2,3,FALSE,FALSE,16.6,5,46,19,101.52,TRUE,FALSE,FALSE,FALSE
"2016-09-23 18",1,2,1,0,0,1,FALSE,FALSE,15.5,5.2,50,21,101.56,TRUE,FALSE,FALSE,FALSE
"2016-09-23 19",4,4,4,1,1,3,FALSE,FALSE,13.5,5.2,57,14,101.6,TRUE,FALSE,FALSE,FALSE
"2016-09-23 20",0,1,0,0,0,1,FALSE,FALSE,12.2,5,61,12,101.62,TRUE,FALSE,FALSE,FALSE
"2016-09-23 7",4,0,2,0,0,3,FALSE,FALSE,11.5,9.4,87,21,101.51,FALSE,FALSE,TRUE,FALSE
"2016-09-23 8",12,1,12,0,0,1,FALSE,FALSE,10.9,9.2,89,20,101.56,FALSE,FALSE,TRUE,FALSE
"2016-09-23 9",6,2,4,0,1,1,FALSE,FALSE,11.8,8.7,81,21,101.61,FALSE,FALSE,TRUE,FALSE
"2016-09-24 10",18,2,10,0,1,7,FALSE,FALSE,15.3,3.5,45,16,101.77,TRUE,FALSE,FALSE,FALSE
"2016-09-24 11",18,2,19,1,3,3,FALSE,FALSE,16.2,4.4,45,22,101.71,TRUE,FALSE,FALSE,FALSE
"2016-09-24 12",12,6,16,0,5,0,FALSE,FALSE,17.6,4,40,23,101.66,TRUE,FALSE,FALSE,FALSE
"2016-09-24 13",13,4,14,2,4,2,FALSE,FALSE,16.9,2.6,38,27,101.61,TRUE,FALSE,FALSE,FALSE
"2016-09-24 14",9,1,10,0,0,2,FALSE,FALSE,17.4,1.9,35,24,101.55,TRUE,FALSE,FALSE,FALSE
"2016-09-24 15",11,6,12,0,4,2,FALSE,FALSE,16.9,0.6,33,30,101.52,TRUE,FALSE,FALSE,FALSE
"2016-09-24 16",7,2,8,2,3,1,FALSE,FALSE,16.4,0.6,34,22,101.58,TRUE,FALSE,FALSE,FALSE
"2016-09-24 17",5,2,6,1,2,1,FALSE,FALSE,15.5,-0.6,33,22,101.59,TRUE,FALSE,FALSE,FALSE
"2016-09-24 18",5,4,5,0,1,1,FALSE,FALSE,13.9,-0.9,36,14,101.65,TRUE,FALSE,FALSE,FALSE
"2016-09-24 19",4,3,6,0,2,0,FALSE,FALSE,12.7,-1.6,37,11,101.71,TRUE,FALSE,FALSE,FALSE
"2016-09-24 20",0,1,1,1,1,1,FALSE,FALSE,11.3,0.1,46,14,101.76,TRUE,FALSE,FALSE,FALSE
"2016-09-24 9",19,2,17,1,3,3,FALSE,FALSE,14.2,4.8,53,13,101.83,TRUE,FALSE,FALSE,FALSE
"2016-09-25 10",11,3,13,1,3,1,FALSE,FALSE,12.2,1.3,47,13,101.86,TRUE,FALSE,FALSE,FALSE
"2016-09-25 11",19,5,20,0,10,0,FALSE,FALSE,13.6,-1.1,36,16,101.83,TRUE,FALSE,FALSE,FALSE
"2016-09-25 12",16,6,15,3,4,8,FALSE,FALSE,15.1,-1.4,32,18,101.76,TRUE,FALSE,FALSE,FALSE
"2016-09-25 13",17,3,15,2,4,2,FALSE,FALSE,16.1,-1.4,30,14,101.71,TRUE,FALSE,FALSE,FALSE
"2016-09-25 14",14,4,7,0,3,4,FALSE,FALSE,16.7,-0.9,30,13,101.69,TRUE,FALSE,FALSE,FALSE
"2016-09-25 15",7,3,9,0,1,4,FALSE,FALSE,16.5,-1,30,15,101.66,TRUE,FALSE,FALSE,FALSE
"2016-09-25 16",8,7,16,1,6,2,FALSE,FALSE,16.7,-0.4,31,17,101.64,TRUE,FALSE,FALSE,FALSE
"2016-09-25 17",2,2,3,0,0,1,FALSE,FALSE,15.7,-0.4,33,14,101.66,TRUE,FALSE,FALSE,FALSE
"2016-09-25 18",4,1,2,1,0,2,FALSE,FALSE,14.3,-0.5,36,9,101.71,TRUE,FALSE,FALSE,FALSE
"2016-09-25 19",3,2,3,0,0,0,FALSE,FALSE,13.3,-0.3,39,8,101.76,TRUE,FALSE,FALSE,FALSE
"2016-09-25 8",2,0,2,0,0,0,FALSE,FALSE,9.6,2.5,61,17,101.86,TRUE,FALSE,FALSE,FALSE
"2016-09-25 9",11,0,8,1,1,2,FALSE,FALSE,10.8,1.7,53,19,101.88,TRUE,FALSE,FALSE,FALSE
"2016-09-26 10",19,6,22,1,3,5,FALSE,FALSE,14,6.2,59,14,101.61,FALSE,FALSE,FALSE,FALSE
"2016-09-26 11",10,1,8,0,0,9,FALSE,FALSE,16,5.4,49,19,101.51,FALSE,FALSE,FALSE,FALSE
"2016-09-26 12",11,1,9,1,1,4,FALSE,FALSE,16.3,4.1,44,16,101.41,FALSE,FALSE,FALSE,FALSE
"2016-09-26 13",10,0,9,0,1,2,FALSE,FALSE,17.2,4.3,42,16,101.32,FALSE,FALSE,FALSE,FALSE
"2016-09-26 14",19,2,12,3,2,5,FALSE,FALSE,18,4,39,16,101.21,FALSE,FALSE,FALSE,FALSE
"2016-09-26 15",11,4,12,3,2,1,FALSE,FALSE,17.5,4.2,41,20,101.1,FALSE,FALSE,FALSE,FALSE
"2016-09-26 16",5,2,9,0,3,1,FALSE,FALSE,17,5.1,45,20,101,FALSE,FALSE,TRUE,FALSE
"2016-09-26 17",5,3,2,0,1,3,FALSE,FALSE,16.7,5.4,47,19,100.9,FALSE,FALSE,TRUE,FALSE
"2016-09-26 18",3,3,3,0,2,2,FALSE,FALSE,16.6,5.3,47,20,100.85,FALSE,FALSE,TRUE,FALSE
"2016-09-26 19",6,2,5,0,0,2,FALSE,FALSE,16.5,5.9,49,17,100.81,FALSE,FALSE,FALSE,FALSE
"2016-09-26 7",4,0,3,0,0,0,FALSE,FALSE,8.8,6.1,83,8,101.76,FALSE,FALSE,FALSE,FALSE
"2016-09-26 8",11,0,10,0,2,1,FALSE,FALSE,10.7,6.9,77,16,101.73,FALSE,FALSE,FALSE,FALSE
"2016-09-26 9",17,1,15,0,1,4,FALSE,FALSE,12.1,6.2,67,13,101.65,FALSE,FALSE,FALSE,FALSE
"2016-09-27 10",12,1,8,0,0,4,FALSE,FALSE,17.9,12,68,17,100.67,TRUE,FALSE,FALSE,FALSE
"2016-09-27 11",13,1,12,1,1,1,FALSE,FALSE,19.4,11.5,60,13,100.65,TRUE,FALSE,FALSE,FALSE
"2016-09-27 12",13,0,9,1,0,8,FALSE,FALSE,19,7.6,47,17,100.64,TRUE,FALSE,FALSE,FALSE
"2016-09-27 13",11,1,7,2,0,5,FALSE,FALSE,20.6,7.7,43,21,100.66,FALSE,FALSE,FALSE,FALSE
"2016-09-27 14",7,4,8,1,2,4,FALSE,FALSE,19.4,8.2,48,17,100.65,FALSE,FALSE,FALSE,FALSE
"2016-09-27 15",6,6,6,0,0,2,FALSE,FALSE,19,9.3,53,10,100.67,FALSE,FALSE,FALSE,FALSE
"2016-09-27 16",4,2,5,0,2,0,FALSE,FALSE,19.8,9.2,50,9,100.66,TRUE,FALSE,FALSE,FALSE
"2016-09-27 17",4,2,6,0,1,1,FALSE,FALSE,18.3,10.5,60,12,100.74,TRUE,FALSE,FALSE,FALSE
"2016-09-27 18",3,1,1,0,0,0,FALSE,FALSE,17.8,9,56,8,100.83,TRUE,FALSE,FALSE,FALSE
"2016-09-27 19",3,5,7,0,5,0,FALSE,FALSE,16.6,8.9,60,9,100.91,TRUE,FALSE,FALSE,FALSE
"2016-09-27 20",3,0,2,0,0,0,FALSE,FALSE,16.1,10,67,6,101,TRUE,FALSE,FALSE,FALSE
"2016-09-27 7",5,0,5,0,0,2,FALSE,FALSE,14.4,13,91,18,100.63,TRUE,FALSE,FALSE,FALSE
"2016-09-27 8",10,1,6,1,1,1,FALSE,FALSE,15.9,13.1,83,14,100.67,TRUE,FALSE,FALSE,FALSE
"2016-09-27 9",11,1,13,2,1,2,FALSE,FALSE,17.1,11.4,69,10,100.66,TRUE,FALSE,FALSE,FALSE
"2016-09-28 10",16,2,12,0,0,2,FALSE,FALSE,15.2,10.7,74,28,101.92,TRUE,FALSE,FALSE,FALSE
"2016-09-28 11",3,1,3,0,0,2,FALSE,FALSE,16.5,11.1,70,23,101.96,TRUE,FALSE,FALSE,FALSE
"2016-09-28 12",13,3,13,4,1,5,FALSE,FALSE,18.5,11.4,63,16,101.95,TRUE,FALSE,FALSE,FALSE
"2016-09-28 13",10,2,11,0,3,2,FALSE,FALSE,19.5,11.9,61,17,101.97,FALSE,FALSE,FALSE,FALSE
"2016-09-28 14",13,3,13,2,0,4,FALSE,FALSE,18.6,12.4,67,21,101.98,FALSE,FALSE,FALSE,FALSE
"2016-09-28 15",5,2,4,2,2,2,FALSE,FALSE,19.1,11.7,62,34,101.99,FALSE,FALSE,FALSE,FALSE
"2016-09-28 16",9,1,6,0,0,1,FALSE,FALSE,18.6,11.5,63,30,102.03,TRUE,FALSE,FALSE,FALSE
"2016-09-28 17",0,5,3,1,4,0,FALSE,FALSE,17.4,11.3,67,34,102.1,TRUE,FALSE,FALSE,FALSE
"2016-09-28 18",4,1,5,0,1,0,FALSE,FALSE,15.6,10.8,73,37,102.17,TRUE,FALSE,FALSE,FALSE
"2016-09-28 19",6,2,8,0,3,2,FALSE,FALSE,14.7,10.2,74,32,102.25,TRUE,FALSE,FALSE,FALSE
"2016-09-28 7",7,0,6,0,0,2,FALSE,FALSE,11.7,10,89,25,101.74,FALSE,FALSE,FALSE,FALSE
"2016-09-28 8",7,2,7,1,0,1,FALSE,FALSE,12.3,10.2,87,18,101.84,FALSE,FALSE,FALSE,FALSE
"2016-09-28 9",11,0,10,0,0,5,FALSE,FALSE,13.9,10.4,79,22,101.95,FALSE,FALSE,FALSE,FALSE
"2016-09-29 10",16,2,12,0,2,1,FALSE,FALSE,14.3,7.4,63,22,102.94,FALSE,FALSE,FALSE,FALSE
"2016-09-29 11",3,1,2,0,1,2,FALSE,FALSE,15.3,7.4,59,25,102.95,FALSE,FALSE,FALSE,FALSE
"2016-09-29 12",9,0,7,1,1,1,FALSE,FALSE,17.1,7.3,52,27,102.93,FALSE,FALSE,FALSE,FALSE
"2016-09-29 13",8,3,10,0,4,2,FALSE,FALSE,17.8,7.4,50,27,102.88,TRUE,FALSE,FALSE,FALSE
"2016-09-29 14",7,7,6,0,1,1,FALSE,FALSE,17.7,6.1,46,30,102.85,TRUE,FALSE,FALSE,FALSE
"2016-09-29 15",4,2,5,1,1,3,FALSE,FALSE,17.5,6.2,47,27,102.83,TRUE,FALSE,FALSE,FALSE
"2016-09-29 16",5,4,5,0,2,5,FALSE,FALSE,16.7,7.7,55,26,102.81,TRUE,FALSE,FALSE,FALSE
"2016-09-29 17",2,0,0,0,0,2,FALSE,FALSE,14.9,7,59,24,102.85,TRUE,FALSE,FALSE,FALSE
"2016-09-29 18",7,1,6,1,1,0,FALSE,FALSE,14.6,7.5,62,26,102.85,TRUE,FALSE,FALSE,FALSE
"2016-09-29 19",4,2,4,0,0,0,FALSE,FALSE,14.1,7.5,64,22,102.89,FALSE,FALSE,FALSE,FALSE
"2016-09-29 20",0,0,1,0,1,0,FALSE,FALSE,13.5,6,60,20,102.92,FALSE,FALSE,FALSE,FALSE
"2016-09-29 7",5,0,5,0,0,1,FALSE,FALSE,9.1,6.2,82,22,102.89,TRUE,FALSE,FALSE,FALSE
"2016-09-29 8",10,0,7,0,1,5,FALSE,FALSE,10.7,6.5,75,26,102.9,TRUE,FALSE,FALSE,FALSE
"2016-09-29 9",13,2,11,0,0,4,FALSE,FALSE,12.1,7,71,25,102.92,TRUE,FALSE,FALSE,FALSE
"2016-09-30 10",12,2,13,1,2,1,FALSE,FALSE,14.6,8.4,66,18,102.83,FALSE,FALSE,FALSE,FALSE
"2016-09-30 11",13,2,11,0,4,3,FALSE,FALSE,15,7.9,62,18,102.79,FALSE,FALSE,FALSE,FALSE
"2016-09-30 12",9,3,9,1,3,2,FALSE,FALSE,17.1,7.3,52,18,102.74,FALSE,FALSE,FALSE,FALSE
"2016-09-30 13",5,2,7,0,2,2,FALSE,FALSE,17.5,6.5,48,11,102.66,FALSE,FALSE,FALSE,FALSE
"2016-09-30 14",10,3,10,2,2,3,FALSE,FALSE,17.6,7.2,50,16,102.57,FALSE,FALSE,FALSE,FALSE
"2016-09-30 15",3,4,5,1,2,2,FALSE,FALSE,17.8,6.8,48,14,102.53,FALSE,FALSE,FALSE,FALSE
"2016-09-30 16",5,0,3,0,0,3,FALSE,FALSE,17.4,7.3,51,16,102.52,FALSE,FALSE,FALSE,FALSE
"2016-09-30 17",3,1,4,0,2,2,FALSE,FALSE,16.6,7.6,55,17,102.52,FALSE,FALSE,FALSE,FALSE
"2016-09-30 18",1,0,0,0,0,1,FALSE,FALSE,15.8,7.4,57,14,102.51,FALSE,FALSE,FALSE,FALSE
"2016-09-30 19",1,0,1,0,0,0,FALSE,FALSE,15.7,7.3,57,14,102.5,FALSE,FALSE,TRUE,FALSE
"2016-09-30 20",1,1,2,0,0,2,FALSE,FALSE,15,7.6,61,19,102.49,FALSE,FALSE,TRUE,FALSE
"2016-09-30 7",2,0,2,0,0,3,FALSE,FALSE,8.8,6.3,84,18,102.88,FALSE,FALSE,FALSE,FALSE
"2016-09-30 8",9,2,7,1,1,1,FALSE,FALSE,10.3,6.3,76,25,102.88,FALSE,FALSE,FALSE,FALSE
"2016-09-30 9",12,2,12,1,3,5,FALSE,FALSE,12.3,7,70,17,102.86,FALSE,FALSE,FALSE,FALSE
"2016-10-01 10",11,2,12,0,1,4,FALSE,FALSE,15.3,5,50,13,102.28,FALSE,FALSE,FALSE,FALSE
"2016-10-01 11",14,5,14,0,1,4,FALSE,FALSE,16.2,7,54,16,102.22,FALSE,FALSE,FALSE,FALSE
"2016-10-01 12",10,3,10,2,1,3,FALSE,FALSE,17,6,48,15,102.15,FALSE,FALSE,FALSE,FALSE
"2016-10-01 13",17,9,13,0,5,7,FALSE,FALSE,17.3,6.3,48,13,102.08,FALSE,FALSE,FALSE,FALSE
"2016-10-01 14",11,2,5,0,0,1,FALSE,FALSE,17.8,5.5,44,16,102.05,FALSE,FALSE,FALSE,FALSE
"2016-10-01 15",16,4,13,2,2,1,FALSE,FALSE,17.7,6.1,46,13,101.95,FALSE,FALSE,FALSE,FALSE
"2016-10-01 16",12,5,12,0,5,3,FALSE,FALSE,17.5,7.4,51,17,101.95,FALSE,FALSE,FALSE,FALSE
"2016-10-01 17",6,4,7,0,1,1,FALSE,FALSE,16.7,7.2,53,18,101.91,FALSE,FALSE,FALSE,FALSE
"2016-10-01 18",5,0,8,0,3,3,FALSE,FALSE,15.1,10.8,75,21,101.87,FALSE,FALSE,FALSE,FALSE
"2016-10-01 19",0,0,0,1,0,0,FALSE,FALSE,14.7,9.6,71,16,101.82,FALSE,FALSE,FALSE,FALSE
"2016-10-01 9",17,1,17,0,1,3,FALSE,FALSE,14.1,6.3,59,10,102.29,FALSE,FALSE,FALSE,FALSE
"2016-10-02 10",8,1,4,2,1,1,FALSE,FALSE,15.2,10.9,75,14,101.33,FALSE,FALSE,FALSE,FALSE
"2016-10-02 11",29,4,25,1,2,7,FALSE,FALSE,15.6,12.4,81,9,101.31,FALSE,FALSE,TRUE,FALSE
"2016-10-02 12",10,5,10,1,4,4,FALSE,FALSE,15.5,12.5,82,2,101.27,FALSE,FALSE,TRUE,FALSE
"2016-10-02 13",21,5,16,0,2,4,FALSE,FALSE,15.3,13.4,88,6,101.2,FALSE,FALSE,FALSE,FALSE
