"Time","Content.Espresso","Content.Tea","Content.Milk","Trait.Cold","Trait.HighInSugar","Trait.HighInCaffeine","Control.Exams","Control.LowerSales","Temperature","DewPoint","Humidity","WindSpeed","Pressure","Clear","Fog","Rain","Snow"
"2017-01-16 11",10,1,7,0,0,2,FALSE,TRUE,-0.2,-5.6,67,41,101.93,TRUE,FALSE,FALSE,FALSE
"2017-01-16 12",6,0,5,0,1,1,FALSE,TRUE,0.6,-4.8,67,36,101.81,TRUE,FALSE,FALSE,FALSE
"2017-01-16 13",9,3,5,0,1,2,FALSE,TRUE,1.3,-4.8,64,29,101.73,TRUE,FALSE,FALSE,FALSE
"2017-01-16 14",4,4,5,0,2,1,FALSE,TRUE,2,-4.1,64,37,101.65,TRUE,FALSE,FALSE,FALSE
"2017-01-16 15",6,3,10,0,1,2,FALSE,TRUE,2.4,-4.2,62,37,101.63,TRUE,FALSE,FALSE,FALSE
"2017-01-16 16",1,2,2,0,1,2,FALSE,TRUE,2.3,-3.8,64,24,101.63,FALSE,FALSE,FALSE,FALSE
"2017-01-16 17",6,3,7,0,2,0,FALSE,TRUE,2,-3.9,65,26,101.7,FALSE,FALSE,FALSE,FALSE
"2017-01-16 18",4,0,6,0,2,2,FALSE,TRUE,1.2,-3.7,70,30,101.77,FALSE,FALSE,FALSE,FALSE
"2017-01-16 19",2,2,4,0,2,0,FALSE,TRUE,0.5,-3.6,74,20,101.83,FALSE,FALSE,FALSE,FALSE
"2017-01-16 20",2,0,5,1,3,0,FALSE,TRUE,0.3,-3.6,75,25,101.85,FALSE,FALSE,FALSE,FALSE
"2017-01-16 7",5,0,2,0,0,1,FALSE,TRUE,-5.8,-9.4,76,17,102.14,FALSE,FALSE,FALSE,FALSE
"2017-01-16 8",8,1,5,0,0,1,FALSE,TRUE,-4.4,-7.8,77,20,102.09,FALSE,FALSE,FALSE,FALSE
"2017-01-16 9",13,2,8,0,0,3,FALSE,TRUE,-2.5,-6.3,75,26,102.03,FALSE,FALSE,FALSE,FALSE
"2017-01-17 10",9,3,8,2,1,4,FALSE,TRUE,-1,-5.8,70,22,102.04,FALSE,FALSE,FALSE,FALSE
"2017-01-17 11",8,1,5,0,0,1,FALSE,TRUE,-1.1,-7.1,64,21,101.98,FALSE,FALSE,FALSE,FALSE
"2017-01-17 12",6,1,4,2,0,1,FALSE,TRUE,-1.2,-7.4,63,20,101.93,FALSE,FALSE,FALSE,FALSE
"2017-01-17 13",6,3,6,0,1,2,FALSE,TRUE,-1,-7,64,27,101.81,FALSE,FALSE,FALSE,FALSE
"2017-01-17 14",6,4,5,0,1,0,FALSE,TRUE,-1.4,-7.4,64,26,101.76,FALSE,FALSE,FALSE,FALSE
"2017-01-17 15",2,1,3,0,1,0,FALSE,TRUE,-1.6,-7,67,27,101.65,FALSE,FALSE,FALSE,FALSE
"2017-01-17 16",2,4,4,0,1,0,FALSE,TRUE,-2.4,-7.3,69,25,101.65,FALSE,FALSE,FALSE,FALSE
"2017-01-17 17",2,5,3,0,0,3,FALSE,TRUE,-2.7,-7.8,68,26,101.55,FALSE,FALSE,FALSE,FALSE
"2017-01-17 18",0,2,2,0,2,1,FALSE,TRUE,-2.6,-7.9,67,30,101.45,FALSE,FALSE,FALSE,FALSE
"2017-01-17 19",2,3,6,1,4,0,FALSE,TRUE,-2.7,-7.8,68,29,101.36,FALSE,FALSE,FALSE,FALSE
"2017-01-17 20",1,0,2,0,0,0,FALSE,TRUE,-2.8,-7.9,68,26,101.32,FALSE,FALSE,FALSE,FALSE
"2017-01-17 7",3,1,1,0,0,2,FALSE,TRUE,-3.5,-5.4,87,1,102.03,FALSE,FALSE,FALSE,FALSE
"2017-01-17 8",6,1,3,0,0,1,FALSE,TRUE,-3.5,-5.2,88,7,102.06,FALSE,FALSE,FALSE,FALSE
"2017-01-17 9",11,5,11,0,1,2,FALSE,TRUE,-0.9,-4.8,75,16,102.05,FALSE,FALSE,FALSE,FALSE
"2017-01-18 10",4,3,4,0,2,2,FALSE,TRUE,-4.7,-6.2,89,22,101,FALSE,FALSE,FALSE,TRUE
"2017-01-18 11",5,3,3,0,1,0,FALSE,TRUE,-4.7,-6,91,22,101,FALSE,FALSE,TRUE,FALSE
"2017-01-18 12",8,4,7,3,1,2,FALSE,TRUE,-4.4,-5.5,92,21,100.91,FALSE,TRUE,TRUE,TRUE
"2017-01-18 13",6,1,5,2,0,2,FALSE,TRUE,-4,-5.1,92,17,100.87,FALSE,TRUE,TRUE,FALSE
"2017-01-18 14",7,4,9,1,4,1,FALSE,TRUE,-2.9,-3.9,93,13,100.86,FALSE,TRUE,TRUE,FALSE
"2017-01-18 15",8,3,8,0,2,1,FALSE,TRUE,-3.5,-4.5,93,16,100.93,FALSE,TRUE,TRUE,FALSE
"2017-01-18 16",7,4,7,0,1,0,FALSE,TRUE,-3.3,-4.3,93,9,100.97,FALSE,TRUE,TRUE,TRUE
"2017-01-18 17",1,0,1,0,0,0,FALSE,TRUE,-2.9,-3.9,93,5,101.01,FALSE,TRUE,TRUE,FALSE
"2017-01-18 18",8,4,18,1,9,2,FALSE,TRUE,-2.7,-3.5,94,4,101.03,FALSE,TRUE,TRUE,FALSE
"2017-01-18 19",4,2,4,0,2,0,FALSE,TRUE,-2.3,-3.1,94,5,101.05,FALSE,TRUE,FALSE,TRUE
"2017-01-18 20",0,0,1,0,1,0,FALSE,TRUE,-2.1,-2.8,95,8,101.01,FALSE,TRUE,TRUE,FALSE
"2017-01-18 7",3,1,1,0,0,1,FALSE,TRUE,-3.8,-5.1,91,25,100.96,FALSE,FALSE,FALSE,TRUE
"2017-01-18 8",7,1,5,1,0,1,FALSE,TRUE,-3.6,-4.9,91,23,100.94,FALSE,FALSE,FALSE,TRUE
"2017-01-18 9",7,0,5,0,0,6,FALSE,TRUE,-3.6,-5,90,23,100.95,FALSE,FALSE,FALSE,TRUE
"2017-01-19 10",4,2,4,1,0,2,FALSE,TRUE,1.1,-0.2,91,18,101.19,FALSE,FALSE,FALSE,FALSE
"2017-01-19 11",9,1,7,0,0,2,FALSE,TRUE,1.2,-0.1,91,28,101.18,FALSE,FALSE,FALSE,FALSE
"2017-01-19 12",3,0,2,0,0,2,FALSE,TRUE,1.4,-0.1,90,20,101.14,FALSE,FALSE,FALSE,FALSE
"2017-01-19 13",15,3,15,0,1,2,FALSE,TRUE,1.8,0.2,89,15,101.12,FALSE,FALSE,FALSE,FALSE
"2017-01-19 14",9,6,6,0,5,0,FALSE,TRUE,1.8,-0.1,87,13,101.09,FALSE,FALSE,FALSE,FALSE
"2017-01-19 15",5,4,6,1,2,0,FALSE,TRUE,2,-0.1,86,13,101.08,FALSE,FALSE,FALSE,FALSE
"2017-01-19 16",3,1,1,0,0,1,FALSE,TRUE,1.8,0,88,9,101.13,FALSE,FALSE,FALSE,FALSE
"2017-01-19 17",3,2,2,0,0,1,FALSE,TRUE,1.8,-0.1,87,9,101.17,FALSE,FALSE,FALSE,FALSE
"2017-01-19 18",1,0,1,1,1,2,FALSE,TRUE,1.6,-0.2,88,7,101.21,FALSE,FALSE,FALSE,FALSE
"2017-01-19 19",1,2,0,1,0,0,FALSE,TRUE,1.2,-0.3,90,5,101.25,FALSE,FALSE,FALSE,FALSE
"2017-01-19 20",4,0,3,0,1,0,FALSE,TRUE,1.4,-0.1,90,8,101.34,FALSE,FALSE,FALSE,FALSE
"2017-01-19 7",6,1,6,0,1,0,FALSE,TRUE,0.5,-0.2,95,11,101.04,FALSE,TRUE,FALSE,FALSE
"2017-01-19 8",10,0,4,0,0,1,FALSE,TRUE,0.7,-0.2,94,13,101.1,FALSE,TRUE,FALSE,FALSE
"2017-01-19 9",10,1,8,1,0,6,FALSE,TRUE,0.9,-0.1,93,16,101.14,FALSE,TRUE,FALSE,FALSE
"2017-01-20 10",13,3,10,0,4,7,FALSE,TRUE,1.9,-1.7,77,7,101.12,FALSE,FALSE,FALSE,FALSE
"2017-01-20 11",3,1,5,1,2,1,FALSE,TRUE,2,-2,75,8,101.08,FALSE,FALSE,FALSE,FALSE
"2017-01-20 12",6,4,6,1,2,3,FALSE,TRUE,2.1,-2.1,74,11,100.96,FALSE,FALSE,FALSE,FALSE
"2017-01-20 13",11,2,13,0,3,4,FALSE,TRUE,2.1,-2.6,71,16,100.86,FALSE,FALSE,FALSE,FALSE
"2017-01-20 14",7,1,5,0,2,1,FALSE,TRUE,1.9,-2.4,73,18,100.8,FALSE,FALSE,FALSE,FALSE
"2017-01-20 15",7,3,10,0,3,0,FALSE,TRUE,1.9,-2.4,73,15,100.8,FALSE,FALSE,FALSE,FALSE
"2017-01-20 16",2,3,6,0,3,0,FALSE,TRUE,1.9,-2.3,74,14,100.75,FALSE,FALSE,FALSE,FALSE
"2017-01-20 17",0,2,0,0,0,0,FALSE,TRUE,1.9,-2.3,74,12,100.74,FALSE,FALSE,FALSE,FALSE
"2017-01-20 18",0,2,2,1,2,1,FALSE,TRUE,1.4,-2.2,77,12,100.72,FALSE,FALSE,FALSE,FALSE
"2017-01-20 19",5,0,0,0,0,0,FALSE,TRUE,1,-2.1,80,11,100.71,TRUE,FALSE,FALSE,FALSE
"2017-01-20 7",7,0,3,0,0,0,FALSE,TRUE,0.9,-1,87,6,101.12,FALSE,FALSE,FALSE,FALSE
"2017-01-20 8",15,2,7,0,1,1,FALSE,TRUE,1.5,-1.8,79,9,101.07,FALSE,FALSE,FALSE,FALSE
"2017-01-20 9",16,3,15,2,1,3,FALSE,TRUE,1.6,-1.8,78,7,101.08,FALSE,FALSE,FALSE,FALSE
"2017-01-21 10",12,2,10,0,1,1,FALSE,TRUE,0.8,0.2,96,8,100.45,FALSE,TRUE,TRUE,FALSE
"2017-01-21 11",26,3,22,1,0,2,FALSE,TRUE,1.4,1,97,3,100.44,FALSE,TRUE,FALSE,FALSE
"2017-01-21 12",11,2,9,1,0,1,FALSE,TRUE,1.6,1,96,9,100.31,FALSE,TRUE,TRUE,FALSE
"2017-01-21 13",6,9,8,2,5,2,FALSE,TRUE,1.9,1.2,95,7,100.23,FALSE,TRUE,FALSE,FALSE
"2017-01-21 14",10,2,8,0,2,1,FALSE,TRUE,1.9,1.2,95,5,100.32,FALSE,TRUE,TRUE,FALSE
"2017-01-21 15",15,3,9,0,4,2,FALSE,TRUE,2,1.3,95,4,100.31,FALSE,TRUE,TRUE,FALSE
"2017-01-21 16",4,4,3,0,1,1,FALSE,TRUE,2,1.4,96,2,100.32,FALSE,TRUE,TRUE,FALSE
"2017-01-21 17",2,3,6,0,3,0,FALSE,TRUE,1.5,1.1,97,10,100.38,FALSE,TRUE,TRUE,FALSE
"2017-01-21 18",4,0,4,0,1,0,FALSE,TRUE,1.4,1,97,7,100.45,FALSE,TRUE,TRUE,FALSE
"2017-01-21 19",4,0,0,0,0,0,FALSE,TRUE,1.6,1.2,97,4,100.46,FALSE,TRUE,TRUE,FALSE
"2017-01-21 9",6,3,7,1,1,5,FALSE,TRUE,0.6,0,96,4,100.47,FALSE,TRUE,TRUE,FALSE
"2017-01-22 10",12,6,14,0,8,1,FALSE,TRUE,1.2,-2.2,78,19,100.76,FALSE,FALSE,FALSE,FALSE
"2017-01-22 11",8,0,6,0,0,2,FALSE,TRUE,1.5,-3,72,22,100.72,FALSE,FALSE,FALSE,FALSE
"2017-01-22 12",12,2,10,0,0,3,FALSE,TRUE,2,-2.7,71,17,100.78,FALSE,FALSE,FALSE,FALSE
"2017-01-22 13",13,4,9,1,0,1,FALSE,TRUE,1.7,-2.6,73,19,100.8,FALSE,FALSE,FALSE,FALSE
"2017-01-22 14",10,2,8,1,0,3,FALSE,TRUE,1.6,-2.2,76,27,100.83,FALSE,FALSE,FALSE,FALSE
"2017-01-22 15",6,5,9,0,2,3,FALSE,TRUE,1.7,-2.3,75,31,100.86,FALSE,FALSE,FALSE,FALSE
"2017-01-22 16",3,3,4,0,2,0,FALSE,TRUE,1.3,-1.9,79,25,100.89,FALSE,FALSE,FALSE,FALSE
"2017-01-22 17",2,3,3,0,1,0,FALSE,TRUE,0.9,-2.5,78,25,100.9,FALSE,FALSE,FALSE,FALSE
"2017-01-22 18",2,0,2,0,0,0,FALSE,TRUE,0.7,-3.1,76,33,100.95,FALSE,FALSE,FALSE,FALSE
"2017-01-22 19",0,0,3,0,2,0,FALSE,TRUE,0.5,-3.4,75,32,101.05,FALSE,FALSE,FALSE,FALSE
"2017-01-22 20",1,0,1,0,0,0,FALSE,TRUE,0.3,-4,73,33,101.07,FALSE,FALSE,FALSE,FALSE
"2017-01-22 9",15,1,11,0,2,1,FALSE,TRUE,0.8,-1.9,82,14,100.77,FALSE,FALSE,FALSE,FALSE
"2017-01-23 10",4,0,2,0,0,1,FALSE,TRUE,-1.6,-5.5,75,29,101.38,FALSE,FALSE,FALSE,TRUE
"2017-01-23 11",8,2,7,0,2,1,FALSE,TRUE,-1.2,-5.8,71,34,101.31,FALSE,FALSE,FALSE,TRUE
"2017-01-23 12",8,3,8,1,0,1,FALSE,TRUE,-1,-6,69,34,101.26,FALSE,FALSE,FALSE,TRUE
"2017-01-23 13",9,4,9,1,2,1,FALSE,TRUE,-0.5,-5.9,67,26,101.31,FALSE,FALSE,FALSE,FALSE
"2017-01-23 14",5,8,5,0,2,2,FALSE,TRUE,-0.3,-5.5,68,35,101.25,FALSE,FALSE,FALSE,FALSE
"2017-01-23 15",5,3,1,1,1,0,FALSE,TRUE,-0.5,-5.7,68,28,101.22,FALSE,FALSE,FALSE,FALSE
"2017-01-23 16",1,2,4,0,3,0,FALSE,TRUE,-0.7,-6.3,66,37,101.22,FALSE,FALSE,FALSE,FALSE
"2017-01-23 17",1,0,1,0,0,2,FALSE,TRUE,-1.5,-6.1,71,34,101.23,FALSE,FALSE,FALSE,FALSE
"2017-01-23 19",2,6,4,1,1,0,FALSE,TRUE,-2.7,-6.5,75,32,101.18,FALSE,FALSE,FALSE,FALSE
"2017-01-23 20",1,0,1,0,0,0,FALSE,TRUE,-2.9,-6.9,74,28,101.2,FALSE,FALSE,FALSE,FALSE
"2017-01-23 7",2,0,1,0,0,0,FALSE,TRUE,-2.1,-5.4,78,28,101.28,FALSE,FALSE,FALSE,TRUE
"2017-01-23 8",7,0,7,1,2,2,FALSE,TRUE,-2.2,-5.7,77,30,101.32,FALSE,FALSE,FALSE,TRUE
"2017-01-23 9",9,3,9,1,2,1,FALSE,TRUE,-1.9,-6.3,72,27,101.38,FALSE,FALSE,FALSE,TRUE
"2017-01-24 10",6,2,3,1,1,2,FALSE,TRUE,-2.6,-5.6,80,44,100.34,FALSE,FALSE,TRUE,TRUE
"2017-01-24 11",1,0,1,0,0,1,FALSE,TRUE,-3.3,-5.6,84,37,100.27,FALSE,FALSE,FALSE,TRUE
"2017-01-24 12",7,0,6,0,0,2,FALSE,TRUE,-3.6,-5.2,89,47,100.1,FALSE,FALSE,FALSE,TRUE
"2017-01-24 13",7,2,6,0,1,2,FALSE,TRUE,-3.6,-5.6,86,45,100,FALSE,FALSE,FALSE,TRUE
"2017-01-24 14",6,4,3,0,2,1,FALSE,TRUE,-3.3,-5.2,87,35,99.91,FALSE,FALSE,FALSE,TRUE
"2017-01-24 15",4,0,2,2,0,1,FALSE,TRUE,-3.2,-5.2,86,48,99.89,FALSE,FALSE,FALSE,TRUE
"2017-01-24 16",0,3,0,2,0,1,FALSE,TRUE,-3.2,-4.9,88,39,99.87,FALSE,FALSE,FALSE,TRUE
"2017-01-24 17",2,3,2,2,1,1,FALSE,TRUE,-3.2,-4.9,88,35,99.84,FALSE,FALSE,FALSE,TRUE
"2017-01-24 18",2,1,3,0,1,0,FALSE,TRUE,-3,-4.7,88,32,99.81,FALSE,FALSE,FALSE,TRUE
"2017-01-24 19",1,5,5,0,3,1,FALSE,TRUE,-2.7,-4.4,88,35,99.78,FALSE,FALSE,FALSE,TRUE
"2017-01-24 20",1,1,2,0,1,1,FALSE,TRUE,-2.7,-4.3,89,23,99.76,FALSE,FALSE,FALSE,TRUE
"2017-01-24 7",3,0,2,0,0,4,FALSE,TRUE,-3,-7.7,70,45,100.49,FALSE,FALSE,TRUE,FALSE
"2017-01-24 8",6,0,3,0,1,3,FALSE,TRUE,-2.6,-6.6,74,40,100.45,FALSE,FALSE,TRUE,FALSE
"2017-01-24 9",14,1,9,1,0,3,FALSE,TRUE,-2.3,-5.3,80,39,100.41,FALSE,FALSE,TRUE,TRUE
"2017-01-25 10",5,2,3,0,0,4,FALSE,TRUE,-1.9,-3.3,90,26,99.69,FALSE,FALSE,FALSE,FALSE
"2017-01-25 11",3,2,4,0,1,3,FALSE,TRUE,-1.9,-3.5,89,27,99.68,FALSE,FALSE,FALSE,FALSE
"2017-01-25 12",12,3,13,0,3,5,FALSE,TRUE,-1.8,-3.4,89,23,99.62,FALSE,FALSE,FALSE,TRUE
"2017-01-25 13",9,1,7,1,0,1,FALSE,TRUE,-1.7,-3.7,86,25,99.58,FALSE,FALSE,FALSE,FALSE
"2017-01-25 14",7,3,6,1,3,1,FALSE,TRUE,-1.6,-3.8,85,22,99.53,FALSE,FALSE,FALSE,FALSE
"2017-01-25 15",2,4,3,0,1,1,FALSE,TRUE,-1.3,-3.8,83,23,99.57,FALSE,FALSE,FALSE,FALSE
"2017-01-25 16",3,2,3,0,0,2,FALSE,TRUE,-1.3,-4,82,23,99.63,FALSE,FALSE,FALSE,FALSE
"2017-01-25 17",6,2,4,0,0,0,FALSE,TRUE,-1.2,-4.1,81,18,99.59,FALSE,FALSE,FALSE,FALSE
"2017-01-25 18",4,2,8,1,2,3,FALSE,TRUE,-1.1,-3.8,82,10,99.63,FALSE,FALSE,FALSE,FALSE
"2017-01-25 19",2,6,4,1,3,0,FALSE,TRUE,-1,-3.4,84,8,99.59,FALSE,FALSE,FALSE,FALSE
"2017-01-25 20",2,1,2,1,0,0,FALSE,TRUE,-0.5,-2.3,88,13,99.54,FALSE,FALSE,FALSE,FALSE
"2017-01-25 7",5,0,2,0,0,0,FALSE,TRUE,-2,-3.1,92,17,99.63,FALSE,FALSE,FALSE,TRUE
"2017-01-25 8",10,4,9,2,0,1,FALSE,TRUE,-2.1,-3.2,92,18,99.67,FALSE,TRUE,FALSE,TRUE
"2017-01-25 9",9,2,6,0,1,2,FALSE,TRUE,-2,-3.4,90,22,99.69,FALSE,TRUE,FALSE,TRUE
"2017-01-26 10",5,1,5,0,2,1,FALSE,TRUE,0.6,0,96,11,98.65,FALSE,TRUE,FALSE,TRUE
"2017-01-26 11",7,1,4,0,0,4,FALSE,TRUE,0.8,0.1,95,13,98.61,FALSE,TRUE,FALSE,TRUE
"2017-01-26 12",5,1,5,0,1,2,FALSE,TRUE,1,-0.5,90,17,98.54,FALSE,FALSE,FALSE,TRUE
"2017-01-26 13",10,3,10,0,2,3,FALSE,TRUE,0.9,-0.9,88,18,98.47,FALSE,FALSE,FALSE,TRUE
"2017-01-26 14",6,6,6,1,3,1,FALSE,TRUE,0.9,-0.7,89,19,98.46,FALSE,FALSE,FALSE,TRUE
"2017-01-26 15",3,5,4,0,3,1,FALSE,TRUE,1.2,-1.4,83,25,98.47,FALSE,FALSE,FALSE,TRUE
"2017-01-26 16",3,0,4,0,0,1,FALSE,TRUE,0.9,-2.7,77,26,98.54,FALSE,FALSE,FALSE,FALSE
"2017-01-26 17",1,1,5,0,4,0,FALSE,TRUE,0.5,-3.1,77,22,98.59,FALSE,FALSE,FALSE,FALSE
"2017-01-26 18",1,1,2,0,1,2,FALSE,TRUE,0.3,-3.4,76,29,98.66,FALSE,FALSE,FALSE,TRUE
"2017-01-26 19",2,0,1,1,0,2,FALSE,TRUE,0.2,-3.2,78,26,98.67,FALSE,FALSE,FALSE,FALSE
"2017-01-26 20",4,3,5,0,2,0,FALSE,TRUE,0.4,-3.2,77,32,98.69,FALSE,FALSE,FALSE,FALSE
"2017-01-26 7",8,1,7,1,1,0,FALSE,TRUE,0.5,-0.2,95,9,98.77,FALSE,TRUE,FALSE,TRUE
"2017-01-26 8",8,0,7,0,0,1,FALSE,TRUE,0.7,0,95,13,98.76,FALSE,TRUE,FALSE,FALSE
"2017-01-26 9",19,3,9,1,1,2,FALSE,TRUE,0.6,0,96,15,98.71,FALSE,TRUE,FALSE,TRUE
"2017-01-27 10",6,0,6,0,1,5,FALSE,TRUE,-0.8,-5.8,69,45,99.04,FALSE,FALSE,FALSE,TRUE
"2017-01-27 11",1,0,1,0,1,2,FALSE,TRUE,-1.2,-4.4,79,26,99.01,FALSE,FALSE,FALSE,TRUE
"2017-01-27 12",7,5,3,1,1,1,FALSE,TRUE,-0.6,-4.5,75,29,98.92,FALSE,FALSE,FALSE,TRUE
"2017-01-27 13",10,4,6,0,2,2,FALSE,TRUE,0,-5.6,66,32,98.86,FALSE,FALSE,FALSE,TRUE
"2017-01-27 14",5,5,7,0,2,5,FALSE,TRUE,0,-6.4,62,40,98.82,FALSE,FALSE,FALSE,TRUE
"2017-01-27 15",6,0,5,0,1,1,FALSE,TRUE,-0.1,-5.7,66,32,98.83,FALSE,FALSE,FALSE,TRUE
"2017-01-27 16",4,2,4,1,1,1,FALSE,TRUE,-1.6,-3.5,87,34,98.89,FALSE,FALSE,FALSE,TRUE
"2017-01-27 17",3,0,2,0,0,3,FALSE,TRUE,-1.8,-5,79,36,98.93,FALSE,FALSE,FALSE,TRUE
"2017-01-27 18",0,0,1,0,1,0,FALSE,TRUE,-1.9,-4.9,80,35,98.96,FALSE,FALSE,FALSE,TRUE
"2017-01-27 19",0,0,1,2,1,1,FALSE,TRUE,-2.2,-4.1,87,23,98.99,FALSE,FALSE,FALSE,TRUE
"2017-01-27 20",1,1,1,0,0,0,FALSE,TRUE,-2.4,-4.6,85,26,99.03,FALSE,FALSE,FALSE,TRUE
"2017-01-27 7",4,0,3,0,0,2,FALSE,TRUE,-0.7,-5.9,68,31,98.95,FALSE,FALSE,FALSE,FALSE
"2017-01-27 8",16,2,16,1,1,2,FALSE,TRUE,-0.6,-5.2,71,27,98.99,FALSE,FALSE,FALSE,FALSE
"2017-01-27 9",7,4,4,1,1,0,FALSE,TRUE,-1,-5.1,74,32,99.04,FALSE,FALSE,FALSE,TRUE
"2017-01-28 10",10,3,11,2,3,3,FALSE,TRUE,-1.8,-6.6,70,26,99.45,FALSE,FALSE,FALSE,FALSE
"2017-01-28 11",21,3,18,1,4,4,FALSE,TRUE,-1.1,-6.5,67,22,99.43,FALSE,FALSE,FALSE,FALSE
"2017-01-28 12",4,4,6,1,1,3,FALSE,TRUE,-0.5,-5.1,71,28,99.39,FALSE,FALSE,FALSE,FALSE
"2017-01-28 13",11,2,7,0,0,2,FALSE,TRUE,-0.2,-4.3,74,23,99.35,FALSE,FALSE,FALSE,TRUE
"2017-01-28 14",12,2,12,1,4,0,FALSE,TRUE,0,-3.4,78,22,99.34,FALSE,FALSE,FALSE,TRUE
"2017-01-28 15",8,10,17,0,10,0,FALSE,TRUE,-0.2,-2,88,17,99.39,FALSE,FALSE,FALSE,TRUE
"2017-01-28 16",10,6,10,0,1,2,FALSE,TRUE,-0.2,-2.3,86,20,99.41,FALSE,FALSE,FALSE,TRUE
"2017-01-28 17",0,2,1,0,1,0,FALSE,TRUE,-0.5,-1.9,90,16,99.44,FALSE,FALSE,FALSE,TRUE
"2017-01-28 18",1,1,0,0,0,0,FALSE,TRUE,-0.3,-2.4,86,17,99.48,FALSE,FALSE,FALSE,TRUE
"2017-01-28 19",0,0,1,0,1,0,FALSE,TRUE,-0.3,-3.2,81,15,99.5,FALSE,FALSE,FALSE,TRUE
"2017-01-28 20",1,0,1,0,0,0,FALSE,TRUE,-0.2,-3.4,79,25,99.5,FALSE,FALSE,FALSE,TRUE
"2017-01-28 9",9,3,8,0,1,2,FALSE,TRUE,-2.3,-6.7,72,22,99.4,FALSE,FALSE,FALSE,FALSE
"2017-01-29 10",20,3,13,0,0,1,FALSE,TRUE,-2.4,-5.7,78,21,99.66,TRUE,FALSE,FALSE,FALSE
"2017-01-29 11",9,3,7,0,1,3,FALSE,TRUE,-2,-6,74,18,99.71,TRUE,FALSE,FALSE,FALSE
"2017-01-29 12",10,2,10,1,0,7,FALSE,TRUE,-1.4,-7,66,18,99.73,TRUE,FALSE,FALSE,FALSE
"2017-01-29 13",15,7,17,1,5,6,FALSE,TRUE,-2.1,-6.7,71,20,99.74,FALSE,FALSE,FALSE,TRUE
"2017-01-29 14",3,11,6,1,5,0,FALSE,TRUE,-2.6,-5.8,79,11,99.76,FALSE,FALSE,FALSE,TRUE
"2017-01-29 15",14,9,14,1,6,2,FALSE,TRUE,-2.6,-5.6,80,15,99.83,FALSE,FALSE,FALSE,TRUE
"2017-01-29 16",12,4,13,1,4,2,FALSE,TRUE,-2.9,-7.1,73,14,99.88,TRUE,FALSE,FALSE,FALSE
"2017-01-29 17",3,1,2,0,0,2,FALSE,TRUE,-3.3,-7.1,75,9,99.92,TRUE,FALSE,FALSE,FALSE
"2017-01-29 18",4,1,5,0,1,1,FALSE,TRUE,-3.2,-6.7,77,9,99.98,TRUE,FALSE,FALSE,FALSE
"2017-01-29 19",3,1,2,0,0,0,FALSE,TRUE,-3.4,-6.4,80,10,100,FALSE,FALSE,FALSE,FALSE
"2017-01-29 20",0,1,1,0,0,0,FALSE,TRUE,-3.4,-6,82,7,100.02,FALSE,FALSE,FALSE,FALSE
"2017-01-29 9",12,0,10,0,1,3,FALSE,TRUE,-1.8,-4.6,81,21,99.59,FALSE,FALSE,FALSE,TRUE
"2017-01-30 10",6,8,3,1,2,0,FALSE,TRUE,-10.7,-15.3,69,20,100.52,TRUE,FALSE,FALSE,FALSE
"2017-01-30 11",4,0,3,0,0,0,FALSE,TRUE,-9.8,-15,66,13,100.55,TRUE,FALSE,FALSE,FALSE
"2017-01-30 12",10,1,8,1,0,1,FALSE,TRUE,-9.2,-15,63,14,100.5,TRUE,FALSE,FALSE,FALSE
"2017-01-30 13",9,4,11,0,1,1,FALSE,TRUE,-8.9,-15.8,58,19,100.5,FALSE,FALSE,FALSE,FALSE
"2017-01-30 14",12,2,8,0,1,0,FALSE,TRUE,-8.2,-16.4,52,22,100.52,FALSE,FALSE,FALSE,FALSE
"2017-01-30 15",4,3,3,0,2,3,FALSE,TRUE,-8.9,-16.2,56,28,100.58,FALSE,FALSE,FALSE,TRUE
"2017-01-30 16",4,0,5,0,1,0,FALSE,TRUE,-9,-16.5,55,24,100.62,TRUE,FALSE,FALSE,FALSE
"2017-01-30 17",6,4,5,1,1,3,FALSE,TRUE,-9.7,-17.2,55,19,100.69,TRUE,FALSE,FALSE,FALSE
"2017-01-30 18",1,6,4,1,3,0,FALSE,TRUE,-10.6,-17.2,59,22,100.77,TRUE,FALSE,FALSE,FALSE
"2017-01-30 19",3,0,2,2,0,0,FALSE,TRUE,-11.2,-17.5,60,17,100.82,TRUE,FALSE,FALSE,FALSE
"2017-01-30 20",1,0,1,0,0,0,FALSE,TRUE,-11.8,-16.9,66,17,100.83,TRUE,FALSE,FALSE,FALSE
"2017-01-30 7",4,0,3,0,0,0,FALSE,TRUE,-11.9,-14.8,79,11,100.37,TRUE,FALSE,FALSE,FALSE
"2017-01-30 8",11,2,7,1,1,5,FALSE,TRUE,-12.3,-15.1,80,9,100.44,TRUE,FALSE,FALSE,FALSE
"2017-01-30 9",13,3,15,0,2,0,FALSE,TRUE,-11.3,-15.1,74,10,100.49,TRUE,FALSE,FALSE,FALSE
"2017-01-31 10",8,0,8,0,0,4,FALSE,TRUE,-11,-14.3,77,3,100.92,TRUE,FALSE,FALSE,FALSE
"2017-01-31 11",10,2,9,0,1,2,FALSE,TRUE,-9.3,-15.3,62,4,100.88,TRUE,FALSE,FALSE,FALSE
"2017-01-31 12",7,2,6,1,2,1,FALSE,TRUE,-8.3,-15.2,58,9,100.82,TRUE,FALSE,FALSE,FALSE
